Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_name,Gene_type,Gene_description
AT1G01770,24.2524236,2.108325627,0.536275723,3.931420977,8.44E-05,0.000342228,,protein_coding,protein_coding;Propionyl-CoA carboxylase 
AT1G01780,215.4990333,-0.437724203,0.150317735,-2.911993069,0.003591306,0.009974179,PLIM2B,protein_coding,PLIM2B;protein_coding;LIM domain-containing protein PLIM2b 
AT1G01790,361.5422717,-0.297822368,0.110229557,-2.701837648,0.006895742,0.017651504,KEA1,protein_coding,KEA1;protein_coding;K(+) efflux antiporter 1; chloroplastic 
AT1G01810,1544.931162,-0.71722556,0.109047541,-6.577182324,4.79E-11,5.20E-10,,protein_coding,protein_coding;T1N6.23 
AT1G01830,2297.37231,-1.033728329,0.070959464,-14.56787109,4.50E-48,1.69E-45,,protein_coding,protein_coding;ARM repeat superfamily protein 
AT1G01840,138.0553227,-0.862885347,0.5175003,-1.667410332,0.095432841,0.165595623,,protein_coding,protein_coding;AP2-like ethylene-responsive transcription factor SNZ 
AT1G01870,6.345008308,0.928062303,0.759938291,1.221233769,0.221997522,0.327460852,,tRNA,tRNA;pre-tRNA 
AT1G01880,520.4838587,-0.471466894,0.106250822,-4.437301137,9.11E-06,4.47E-05,GEN1,protein_coding,GEN1;protein_coding;Flap endonuclease GEN-like 1 
AT1G01890,7.426652137,1.09644617,0.704846429,1.55558165,0.119807605,0.200025299,,tRNA,tRNA;pre-tRNA 
AT1G01900,23.34573511,-0.104948882,0.360545283,-0.291083774,0.770987249,0.839130366,SBTI1.1,protein_coding,SBTI1.1;protein_coding;SBTI1.1 
AT1G01910,17.11578337,0.647303888,0.581521245,1.113121651,0.265656186,0.378126083,,protein_coding,protein_coding;ATPase 
AT1G01920,1426.946862,-1.076829918,0.133686712,-8.054876232,7.96E-16,1.54E-14,,protein_coding,protein_coding;SET domain-containing protein 
AT1G01930,2.191624366,1.516681426,1.514407298,1.001501662,0.316584337,0.433118567,,protein_coding,protein_coding;F22M8.6 protein 
AT1G01940,1.74453921,-1.909847933,1.829379179,-1.043986919,0.296491442,0.411791358,CYP18-1,protein_coding,CYP18-1;protein_coding;Peptidyl-prolyl cis-trans isomerase CYP18-1 
AT1G01950,858.675295,0.32315672,0.1034257,3.124530161,0.001780893,0.005370065,ARK2,protein_coding,ARK2;protein_coding;Kinesin-like protein 
AT1G01960,136.3080215,-4.698245059,0.294921579,-15.93048929,3.89E-57,2.51E-54,BIG3,protein_coding,BIG3;protein_coding;Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
AT1G01970,217.7496559,-1.253566108,0.237214456,-5.284526623,1.26E-07,8.45E-07,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g01970 
AT1G01980,126.917755,-0.413503696,0.157315765,-2.628494968,0.008576362,0.021373607,SEC1A,protein_coding,SEC1A;protein_coding;Berberine bridge enzyme-like 1 
AT1G01990,176.1050228,0.503340908,0.13910773,3.618353262,0.000296484,0.00107517,,protein_coding,protein_coding;At1g01990 
AT1G02000,160.7339764,-1.433100035,0.385981293,-3.712874331,0.000204919,0.000766668,GAE2,protein_coding,GAE2;protein_coding;UDP-glucuronate 4-epimerase 2 
AT1G02010,0.755513534,2.562666963,2.395814629,1.069643257,0.284779917,0.399148579,SEC1A,protein_coding,SEC1A;protein_coding;secretory 1A 
AT1G02040,8.038100465,-1.958783357,0.926246373,-2.114754144,0.034450907,0.070788546,,protein_coding,protein_coding;At1g02040 
AT1G02050,134.6225928,0.01913443,0.182259211,0.104984707,0.916387944,0.943243335,PKSA,protein_coding,PKSA;protein_coding;Type III polyketide synthase A 
AT1G02060,26.25414799,0.791399636,0.350499191,2.257921431,0.023950558,0.051794489,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02060; chloroplastic 
AT1G02065,507.7333006,-0.288726336,0.125083452,-2.30826965,0.020984143,0.046298576,SPL8,protein_coding,SPL8;protein_coding;Squamosa promoter-binding-like protein 8 
AT1G02070,0.978452479,0.214517746,1.73013222,0.123989221,0.90132381,0.932804782,,protein_coding,protein_coding;At1g02070 
AT1G02080,2.209225194,4.752451892,1.598689363,2.972717528,0.00295176,0.008397581,,protein_coding,protein_coding;Transcription regulator 
AT1G02100,497.7217751,-0.242599689,0.102464572,-2.367644591,0.017901723,0.04047994,LCMT1,protein_coding,LCMT1;protein_coding;Leucine carboxyl methyltransferase 1 homolog 
AT1G02120,75.89451909,-1.168066865,0.211807561,-5.514755267,3.49E-08,2.57E-07,VAD1,protein_coding,VAD1;protein_coding;Protein VASCULAR ASSOCIATED DEATH 1; chloroplastic 
AT1G02130,100.5523692,0.007028892,0.269524645,0.026078846,0.97919445,0.986187696,RABD2A,protein_coding,RABD2A;protein_coding;Ras-related protein RABD2a 
AT1G02145,268.7227901,0.674351609,0.141417645,4.768511084,1.86E-06,1.03E-05,ALG12,protein_coding,ALG12;protein_coding;Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1;6-mannosyltransferase 
AT1G02150,967.104212,-0.65607067,0.122116818,-5.372484134,7.77E-08,5.39E-07,,protein_coding,protein_coding;Pentatricopeptide repeat-containing protein At1g02150 
AT1G02170,3.044405993,3.473886178,1.41674796,2.452014244,0.014205904,0.033146619,AMC1,protein_coding,AMC1;protein_coding;MCP1b 
AT1G02190,65.72846332,1.31682165,0.240036675,5.485918551,4.11E-08,2.99E-07,,protein_coding,protein_coding;Protein CER1-like 1 
AT1G02205,294.4941669,-5.024841649,0.338568999,-14.84141096,7.91E-50,3.43E-47,CER1,protein_coding,CER1;protein_coding;Fatty acid hydroxylase superfamily 
AT1G02210,10.2865672,-0.585293754,0.528521298,-1.107417537,0.268113447,0.380974864,,protein_coding,protein_coding;At1g02210 
AT1G02220,67.9925189,1.007763802,0.269403014,3.740729505,0.000183487,0.000693737,NAC003,protein_coding,NAC003;protein_coding;NAC domain-containing protein 3 
AT1G02230,564.2578982,-0.867883361,0.113131471,-7.671458307,1.70E-14,2.78E-13,NAC004,protein_coding,NAC004;protein_coding;NAC domain-containing protein 4 
AT1G02250,12.01885142,1.935885258,2.117189835,0.91436546,0.360524845,0.479417038,NAC005,protein_coding,NAC005;protein_coding;NAC domain-containing protein 5 
AT1G02260,16.06106895,1.956396171,0.486119909,4.024513574,5.71E-05,0.000239293,,protein_coding,protein_coding;At1g02260 
AT1G02270,14.41554262,1.349168251,0.49769444,2.710836497,0.006711371,0.017226489,,protein_coding,protein_coding;Uncharacterized calcium-binding protein At1g02270 
AT1G02280,322.5222779,-0.266114486,0.115247765,-2.309064184,0.02094002,0.046228364,TOC33,protein_coding,TOC33;protein_coding;Translocase of chloroplast 33; chloroplastic 
AT1G02290,47.30888937,-0.053595,0.261518861,-0.204937418,0.83762102,0.889354425,,protein_coding,protein_coding;At1g02290 
AT1G02300,3.225253751,3.641967479,1.430986498,2.545074663,0.010925437,0.026390754,CATHB1,protein_coding,CATHB1;protein_coding;Cathepsin B-like protease 1 
AT1G02305,84.30284687,-0.049121681,0.196166958,-0.250407516,0.802272218,0.862393872,CATHB2,protein_coding,CATHB2;protein_coding;Cathepsin B-like protease 2 
AT1G02310,8.606247383,0.314132272,0.58501626,0.536963318,0.591292952,0.693459924,MAN1,protein_coding,MAN1;protein_coding;MAN1 
AT1G02330,243.4829482,-0.291842124,0.14089449,-2.071352287,0.038325886,0.077535475,CSU2,protein_coding,CSU2;protein_coding;CONTAINS InterPro DOMAIN/s: Hepatocellular carcinoma-associated antigen 59 (InterPro:IPR010756); Has 1239 Blast hits to 998 proteins in 204 species: Archae - 4; Bacteria - 71; Metazoa - 421; Fungi - 109; Plants - 87; Viruses - 5; Other Eukaryotes -  /.../ource: NCBI BLink). 
AT1G02335,4.23983942,2.239102628,1.045730155,2.141185865,0.032259052,0.066925142,GL22,protein_coding,GL22;protein_coding;Germin-like protein subfamily 2 member 2 
AT1G02350,353.6459885,0.354377405,0.119190348,2.973205561,0.00294707,0.008388473,,protein_coding,protein_coding;Protoporphyrinogen oxidase-like protein 
AT1G02360,7.798380401,-0.549019606,0.725376808,-0.756875048,0.449124726,0.566626388,,protein_coding,protein_coding;Chitinase family protein 
AT1G02380,43.94761479,0.324003991,0.254733515,1.271933104,0.203396889,0.305637508,,protein_coding,protein_coding;T6A9.7 protein 
AT1G02390,111.5023944,0.564920892,0.191253547,2.953779952,0.003139077,0.008860065,GPAT2,protein_coding,GPAT2;protein_coding;Probable glycerol-3-phosphate acyltransferase 2 
AT1G02400,182.2457999,-1.359114283,0.303946107,-4.471563378,7.76E-06,3.86E-05,GA2OX6,protein_coding,GA2OX6;protein_coding;Gibberellin 2-beta-dioxygenase 6 
AT1G02410,412.0653362,-0.669946426,0.113564204,-5.899274609,3.65E-09,3.08E-08,COX11,protein_coding,COX11;protein_coding;Cytochrome c oxidase assembly protein COX11; mitochondrial 
AT1G02420,286.3714925,-1.015612574,0.302307994,-3.35952934,0.000780754,0.002572655,,protein_coding,protein_coding;Putative pentatricopeptide repeat-containing protein At1g02420 
AT1G02430,330.8587071,-0.006334635,0.139006113,-0.045570908,0.963652257,0.975863942,ATARFD1B,protein_coding,ATARFD1B;protein_coding;ADP-ribosylation factor D1B 
AT1G02440,38.76721584,-0.902438174,0.303843734,-2.97007334,0.002977287,0.008459531,ATARFD1A,protein_coding,ATARFD1A;protein_coding;ADP-ribosylation factor D1A 
AT1G02450,478.1856868,0.148043132,0.090576133,1.634460733,0.102162145,0.175209477,NIMIN-1,protein_coding,NIMIN-1;protein_coding;NIMIN1 
AT1G02460,6.730067828,0.723118761,0.686364206,1.053549638,0.292089157,0.40693966,,protein_coding,protein_coding;At1g02460 
AT1G02470,2.639780853,5.08691187,1.520177785,3.346261154,0.000819092,0.002684551,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02475,499.9620353,0.282449555,0.121114441,2.332088174,0.019696053,0.043903351,,protein_coding,protein_coding;Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT1G02490,169.4917602,-0.422833997,0.142662944,-2.963867046,0.003037995,0.008606847,,protein_coding,protein_coding;unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). 
AT1G02500,10.40422906,2.304880153,0.63506888,3.629338842,0.000284148,0.001033928,SAM1,protein_coding,SAM1;protein_coding;S-adenosylmethionine synthase 
AT1G02510,113.9628102,0.342707045,0.200985938,1.705129462,0.088170282,0.15515465,TPK4,protein_coding,TPK4;protein_coding;TPK4 
AT1G02520,854.1950549,0.063054905,0.091545606,0.688781344,0.490960878,0.604459559,ABCB11,protein_coding,ABCB11;protein_coding;ABC transporter B family member 11 
AT1G02540,542.3276737,-0.810016069,0.202063711,-4.008716183,6.10E-05,0.000254269,,protein_coding,protein_coding;T14P4.13 protein 
AT1G02550,55.58361888,-0.02939169,0.224988586,-0.13063636,0.896062978,0.928971551,,protein_coding,protein_coding;Invertase 
AT1G02570,88.27325469,0.341441967,0.200856984,1.699925794,0.089144884,0.156530365,,protein_coding,protein_coding;Transmembrane protein 
AT1G02590,245.3853496,0.425519945,0.120697357,3.525511716,0.000422665,0.00148153,,protein_coding,protein_coding;Aldehyde oxidase/xanthine dehydrogenase; molybdopterin binding protein 
AT1G02600,293.3498879,0.204391282,0.131664527,1.552364078,0.120575134,0.201083403,,tRNA,tRNA;pre-tRNA 
AT1G02610,62.37525478,0.552798382,0.317670504,1.740162766,0.081830442,0.145980423,,protein_coding,protein_coding;RING/FYVE/PHD zinc finger superfamily protein 
AT1G02630,82.95025905,0.536696231,0.205711492,2.608975439,0.009081376,0.022468285,ETN8,protein_coding,ETN8;protein_coding;Equilibrative nucleotide transporter 8 
AT1G02640,34.19764889,0.404066871,0.32032134,1.261442247,0.207149555,0.310242782,BXL2,protein_coding,BXL2;protein_coding;Probable beta-D-xylosidase 2 
AT1G02650,33.31351536,2.998709884,0.547879464,5.473302216,4.42E-08,3.20E-07,,protein_coding,protein_coding;T14P4.7 protein 
AT1G02670,522.9382014,0.295858869,0.106344183,2.782087934,0.00540104,0.014270923,,protein_coding,protein_coding;P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT1G02680,18.22639787,-1.904456286,0.485171351,-3.925327168,8.66E-05,0.000350128,TAF13,protein_coding,TAF13;protein_coding;Transcription initiation factor TFIID subunit 13 
AT1G02690,201.7709183,-2.044811795,0.209129929,-9.777709999,1.40E-22,5.75E-21,IMPA-6,protein_coding,IMPA-6;protein_coding;Importin subunit alpha 
AT1G02700,10.06249893,3.878822594,0.955783838,4.058263429,4.94E-05,0.000209785,,protein_coding,protein_coding;GATA transcription factor-like protein 
AT1G02705,67.71712695,-0.249484964,0.274942228,-0.907408681,0.364190721,0.483351181,,protein_coding,protein_coding;
AT1G02710,379.9601726,0.007836515,0.143728829,0.054522917,0.95651855,0.971150527,,protein_coding,protein_coding;Glycine-rich protein 
AT1G02720,332.9604395,-0.098887891,0.110943854,-0.891332758,0.37275068,0.492004819,GATL5,protein_coding,GATL5;protein_coding;Probable galacturonosyltransferase-like 5 
AT1G02730,23.93815323,1.376517104,0.424656862,3.241480895,0.001189104,0.003739103,CSLD5,protein_coding,CSLD5;protein_coding;Cellulose synthase-like protein D5 
AT1G02740,216.0201347,0.028790229,0.156421829,0.18405506,0.853970261,0.901506339,MRG2,protein_coding,MRG2;protein_coding;Protein MRG2 
AT1G02750,0.836069502,1.842480136,2.50891487,0.734373317,0.462721244,0.578857217,DI19-2,protein_coding,DI19-2;protein_coding;Protein DEHYDRATION-INDUCED 19 homolog 2 
AT1G02770,4.559145063,2.264110618,1.413421946,1.601864626,0.109185548,0.185365527,,protein_coding,protein_coding;UPF0725 protein At1g02770 
AT1G02800,80.65946241,-1.125181174,0.40693695,-2.765001245,0.005692258,0.014935388,CEL2,protein_coding,CEL2;protein_coding;Endoglucanase 1 
AT1G02810,10.42061253,-0.837991665,0.573550446,-1.46106009,0.143998952,0.231905845,PME7,protein_coding,PME7;protein_coding;Probable pectinesterase/pectinesterase inhibitor 7 
AT1G02813,2.040662789,1.391648499,1.249751991,1.113539734,0.265476693,0.377934639,,protein_coding,protein_coding;Protein of unknown function; DUF538 
AT1G02816,14.31172798,1.879427303,0.547791364,3.430918097,0.000601542,0.002036969,,protein_coding,protein_coding;F22D16.19 protein 
AT1G02820,36.82005439,-0.478381439,0.348252711,-1.373661781,0.169546707,0.264501778,LEA2,protein_coding,LEA2;protein_coding;LEA3 
AT1G02830,92.7841516,-0.369468934,0.274346374,-1.346724319,0.178069037,0.275037928,RPL22A,protein_coding,RPL22A;protein_coding;Putative 60S ribosomal protein L22-1 
AT1G02850,241.5093658,-0.463721497,0.165123959,-2.808323521,0.004980017,0.013301872,BGLU11,protein_coding,BGLU11;protein_coding;Beta-glucosidase 11 
AT1G02860,177.6853001,0.392777226,0.132182517,2.971476367,0.002963717,0.008428408,BAH1,protein_coding,BAH1;protein_coding;E3 ubiquitin-protein ligase BAH1 
AT1G02870,11.30392431,-0.327986217,0.492467915,-0.666005252,0.505407744,0.617425464,,protein_coding,protein_coding;At1g02870 
AT1G02890,304.5050677,0.10572542,0.138637248,0.762604723,0.445699167,0.563186916,,protein_coding,protein_coding;AAA-type ATPase family protein 
AT1G02900,62.47991353,0.539177745,0.282499401,1.908597836,0.056313991,0.106613366,RALF1,protein_coding,RALF1;protein_coding;RALFL1 
AT1G02910,54.51685431,-0.397350548,0.290792175,-1.36644168,0.171800374,0.267499423,LPA1,protein_coding,LPA1;protein_coding;Protein LOW PSII ACCUMULATION 1; chloroplastic 
AT1G02920,872.1481809,0.132550338,0.089560318,1.480011919,0.138870066,0.225508329,GSTF7,protein_coding,GSTF7;protein_coding;Glutathione S-transferase F7 
AT1G02930,324.9033888,-0.122026444,0.117110712,-1.041975082,0.297423232,0.412713628,GSTF6,protein_coding,GSTF6;protein_coding;Glutathione S-transferase F6 
AT1G02940,9158.671486,-1.441969264,0.30426128,-4.73924669,2.15E-06,1.18E-05,ATGSTF5,protein_coding,ATGSTF5;protein_coding;glutathione S-transferase (class phi) 5 
AT1G02950,560.5516358,0.433081505,0.106662513,4.060297222,4.90E-05,0.000208072,ATGSTF4,protein_coding,ATGSTF4;protein_coding;glutathione S-transferase F4 
AT1G02952,935.993033,-0.053877057,0.113108718,-0.476329831,0.633839416,0.728685888,,lncRNA,lncRNA;other RNA 
AT1G02960,478.0203249,-0.176865143,0.09128404,-1.937525366,0.052681156,0.100866722,,protein_coding,protein_coding;Kinetochore protein 
AT1G02965,347.4470947,0.093520323,0.122512493,0.763353359,0.445252688,0.562712956,,protein_coding,protein_coding;unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G02960.3); Has 8 Blast hits to 8 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NC /.../nk). 
AT1G02970,616.5231659,-0.28198029,0.244419231,-1.153674729,0.248633548,0.358422061,WEE1,protein_coding,WEE1;protein_coding;Wee1-like protein kinase 
AT1G02980,1203.551749,0.124685664,0.073348065,1.699917556,0.089146434,0.156530365,CUL2,protein_coding,CUL2;protein_coding;Cullin-2 
AT1G02990,2.069969634,1.077021301,1.303200339,0.826443386,0.408552621,0.5272815,,protein_coding,protein_coding;BEST Arabidopsis thaliana protein match is: CW-type Zinc Finger (TAIR:AT3G62900.1); Has 5847 Blast hits to 4410 proteins in 438 species: Archae - 17; Bacteria - 452; Metazoa - 2463; Fungi - 354; Plants - 306; Viruses - 11; Other Eukaryotes - 2244 (s /.../ NCBI BLink). 
AT1G03030,5.319847519,-0.341067825,0.744725268,-0.457978048,0.646968212,0.739031723,,protein_coding,protein_coding;At1g03030 
AT1G03040,78.83791581,0.253888301,0.239323471,1.060858341,0.288754284,0.403340169,,protein_coding,protein_coding;basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
